CustomerID;Age;Gender;Location;ProductType;PurchaseCount;TotalSpend;AveragePurchaseValue;EngagementScore;FollowDuration;PreferredChannel;CustomerCost;CustomerProfitabilityScore;ROAS;ROI;RFMScore;AverageRFM;Persona;OperatingExpenses;AdditionalCosts;GrossProfit;GrossProfitMargin;OperatingProfit;OperatingProfitMargin;NetProfit;NetProfitMargin;CLTV;LastPurchaseDate;SubscriptionStartDate;SubscriptionEndDate;IsActive;MarketingSpend;ProductCost;SalesRevenue;CustomerAcquisitionDate;CustomerExitDate;CustomerRetentionPeriod;CPA;NumberOfTransactions;CompletionRate
455;33;Female;Europe;Bracelet;6;1849;3.081.666.667;6.739.967.277;18;Facebook;1024.5;824.5;18.49;0.804782821;235;3.333.333.333;Engaged;369.8;184.9;924.5;50;554.7;30;369.8;20;5547;13-03-2024;07-06-2022;;TRUE;1.330.949.171;924.5;1849;17-11-2020;;40.4;1.330.949.171;6;0.6
456;54;Male;Europe;Necklace;9;1877;2.085.555.556;8.380.607.519;21;Instagram;1038.5;838.5;18.77;0.80741454;155;3.666.666.667;Engaged;375.4;187.7;938.5;50;563.1;30;375.4;20;5631;30-06-2023;30-06-2022;;TRUE;6.198.910.935;938.5;1877;14-05-2021;;25.9;6.198.910.935;9;0.6
457;39;Other;North America;Bracelet;9;1042;1.157.777.778;1.374.210.639;22;Instagram;621;421;10.42;0.677938808;153;3;Engaged;208.4;104.2;521;50;312.6;30;208.4;20;3126;11-11-2023;03-08-2022;;TRUE;1.234.925.847;521;1042;12-03-2022;;20.3;1.234.925.847;9;0.6
458;46;Male;Asia;Earrings;2;820;410;5.483.169.492;21;Instagram;510;310;8.2;0.607843137;112;1.333.333.333;Standard;164;82;410;50;246;30;164;20;2460;12-12-2022;23-09-2022;;TRUE;1.031.454.914;410;820;30-04-2021;;19.7;1.031.454.914;2;0.6
459;31;Other;North America;Bracelet;1;192;192;7.203.793.709;12;LinkedIn;196;-4;1.92;-0.020408163;311;1.666.666.667;Standard;38.4;19.2;96;50;57.6;30;38.4;20;576;24-06-2022;02-09-2022;;TRUE;7.879.453.427;96;192;24-10-2021;;8.1;7.879.453.427;1;0.6
460;45;Female;North America;Bracelet;2;529;264.5;3.270.807.344;18;Facebook;364.5;164.5;5.29;0.451303155;212;1.666.666.667;Standard;105.8;52.9;264.5;50;158.7;30;105.8;20;1587;10-09-2022;21-07-2022;;TRUE;9.928.195.845;264.5;529;08-04-2022;;5.166.666.667;9.928.195.845;2;0.6
461;22;Other;Asia;Necklace;5;753;150.6;3.769.938.148;7;Facebook;476.5;276.5;7.53;0.580272823;432;3;Engaged;150.6;75.3;376.5;50;225.9;30;150.6;20;2259;25-01-2024;26-04-2022;08-10-2022;FALSE;7.999.420.698;376.5;753;13-10-2021;08-10-2022;27.8;7.999.420.698;5;0.6
462;64;Other;Asia;Bracelet;4;1557;389.25;6.522.741.127;20;Instagram;878.5;678.5;15.57;0.772339215;224;2.666.666.667;Engaged;311.4;155.7;778.5;50;467.1;30;311.4;20;4671;18-06-2023;23-04-2022;;TRUE;1.096.081.955;778.5;1557;17-09-2021;;21.3;1.096.081.955;4;0.6
463;47;Male;Middle East;Bracelet;4;1527;381.75;9.081.417.641;24;LinkedIn;863.5;663.5;15.27;0.768384482;124;2.333.333.333;Engaged;305.4;152.7;763.5;50;458.1;30;305.4;20;4581;04-07-2022;15-09-2022;;TRUE;9.338.439.229;763.5;1527;31-05-2022;;1.133.333.333;9.338.439.229;4;0.6
464;63;Male;Middle East;Ring;9;533;5.922.222.222;8.289.319.783;23;Instagram;366.5;166.5;5.33;0.454297408;152;2.666.666.667;Engaged;106.6;53.3;266.5;50;159.9;30;106.6;20;1599;06-03-2024;08-09-2022;;TRUE;6.644.055.291;266.5;533;16-12-2020;;39.2;6.644.055.291;9;0.6
465;22;Other;Europe;Ring;8;1235;154.375;6.248.171.972;7;Facebook;717.5;517.5;12.35;0.721254355;443;3.666.666.667;Engaged;247;123.5;617.5;50;370.5;30;247;20;3705;19-01-2023;26-07-2022;;TRUE;6.165.830.746;617.5;1235;08-08-2020;;29.8;6.165.830.746;8;0.6
466;29;Male;Asia;Earrings;6;474;79;757.199.546;9;LinkedIn;337;137;4.74;0.40652819;431;2.666.666.667;Engaged;94.8;47.4;237;50;142.2;30;94.8;20;1422;15-11-2022;24-05-2022;;TRUE;1.046.695.682;237;474;04-04-2022;;7.5;1.046.695.682;6;0.6
467;33;Female;Middle East;Ring;1;1182;1182;4.283.402.232;1;Instagram;691;491;11.82;0.710564399;513;3;Engaged;236.4;118.2;591;50;354.6;30;236.4;20;3546;17-06-2022;16-07-2022;;TRUE;1.402.413.033;591;1182;28-11-2020;;1.886.666.667;1.402.413.033;1;0.6
468;43;Female;Europe;Ring;2;1166;583;6.768.689.753;6;Instagram;683;483;11.66;0.707174231;513;3;Engaged;233.2;116.6;583;50;349.8;30;233.2;20;3498;26-05-2022;18-08-2022;04-08-2023;FALSE;8.439.576.866;583;1166;17-01-2022;04-08-2023;4.3;8.439.576.866;2;0.6
469;43;Male;Europe;Ring;6;306;51;519.563.432;6;LinkedIn;253;53;3.06;0.209486166;531;3;Engaged;61.2;30.6;153;50;91.8;30;61.2;20;918;12-07-2022;16-05-2022;09-07-2023;FALSE;1.233.000.107;153;306;07-09-2021;09-07-2023;1.026.666.667;1.233.000.107;6;0.6
470;38;Female;Europe;Ring;2;879;439.5;2.709.425.228;22;Facebook;539.5;339.5;8.79;0.629286376;112;1.333.333.333;Standard;175.8;87.9;439.5;50;263.7;30;175.8;20;2637;06-07-2023;27-09-2022;;TRUE;1.158.661.355;439.5;879;05-10-2021;;21.3;1.158.661.355;2;0.6
471;56;Male;Middle East;Necklace;5;1419;283.8;7.315.644.465;12;LinkedIn;809.5;609.5;14.19;0.75293391;334;3.333.333.333;Engaged;283.8;141.9;709.5;50;425.7;30;283.8;20;4257;30-10-2022;24-09-2022;;TRUE;1.431.554.914;709.5;1419;28-02-2022;;8.133.333.333;1.431.554.914;5;0.6
472;53;Other;Asia;Ring;5;1241;248.2;6.008.181.736;22;Instagram;720.5;520.5;12.41;0.72241499;134;2.666.666.667;Engaged;248.2;124.1;620.5;50;372.3;30;248.2;20;3723;13-11-2022;26-07-2022;06-03-2024;FALSE;1.320.981.017;620.5;1241;07-03-2022;06-03-2024;8.366.666.667;1.320.981.017;5;0.6
473;50;Other;North America;Necklace;6;631;1.051.666.667;4.227.594.238;12;Instagram;415.5;215.5;6.31;0.518652226;332;2.666.666.667;Engaged;126.2;63.1;315.5;50;189.3;30;126.2;20;1893;27-07-2023;18-05-2022;;TRUE;1.066.605.259;315.5;631;19-02-2022;;1.743.333.333;1.066.605.259;6;0.6
474;47;Female;Europe;Necklace;6;1345;2.241.666.667;9.202.052.711;10;Instagram;772.5;572.5;13.45;0.741100324;434;3.666.666.667;Engaged;269;134.5;672.5;50;403.5;30;269;20;4035;15-06-2023;24-04-2022;;TRUE;1.157.030.498;672.5;1345;03-05-2021;;2.576.666.667;1.157.030.498;6;0.6
475;54;Male;Middle East;Ring;6;265;4.416.666.667;118.840.706;23;Instagram;232.5;32.5;2.65;0.139784946;131;1.666.666.667;Standard;53;26.5;132.5;50;79.5;30;53;20;795;16-03-2023;07-08-2022;;TRUE;1.398.386.467;132.5;265;26-10-2020;;2.903.333.333;1.398.386.467;6;0.6
476;40;Male;Middle East;Bracelet;2;742;371;3.841.958.361;6;Facebook;471;271;7.42;0.57537155;512;2.666.666.667;Engaged;148.4;74.2;371;50;222.6;30;148.4;20;2226;12-10-2023;13-04-2022;;TRUE;8.995.187.846;371;742;15-05-2020;;41.5;8.995.187.846;2;0.6
477;27;Female;North America;Necklace;3;1279;4.263.333.333;151.193.258;17;Facebook;739.5;539.5;12.79;0.729546991;224;2.666.666.667;Engaged;255.8;127.9;639.5;50;383.7;30;255.8;20;3837;12-12-2023;11-07-2022;;TRUE;8.267.947.059;639.5;1279;03-12-2021;;2.463.333.333;8.267.947.059;3;0.6
478;22;Other;North America;Bracelet;6;1307;2.178.333.333;7.898.745.846;19;Instagram;753.5;553.5;13.07;0.734571997;234;3;Engaged;261.4;130.7;653.5;50;392.1;30;261.4;20;3921;23-01-2023;09-09-2022;;TRUE;5.108.110.836;653.5;1307;23-01-2022;;1.216.666.667;5.108.110.836;6;0.6
479;53;Female;Middle East;Bracelet;8;189;23.625;7.318.967.087;18;Facebook;194.5;-5.5;1.89;-0.028277635;241;2.333.333.333;Engaged;37.8;18.9;94.5;50;56.7;30;37.8;20;567;19-12-2022;28-08-2022;;TRUE;1.326.551.074;94.5;189;21-09-2021;;1.513.333.333;1.326.551.074;8;0.6
480;51;Other;Asia;Ring;1;1217;1217;3.982.169.969;6;Facebook;708.5;508.5;12.17;0.717713479;513;3;Engaged;243.4;121.7;608.5;50;365.1;30;243.4;20;3651;01-04-2023;17-09-2022;07-01-2024;FALSE;13.009.807;608.5;1217;15-07-2022;07-01-2024;8.666.666.667;13.009.807;1;0.6
481;48;Male;North America;Earrings;1;112;112;708.096.612;24;Facebook;156;-44;1.12;-0.282051282;111;1;Standard;22.4;11.2;56;50;33.6;30;22.4;20;336;02-05-2022;25-04-2022;;TRUE;6.044.545.181;56;112;13-03-2021;;1.383.333.333;6.044.545.181;1;0.6
482;27;Other;Middle East;Ring;2;1072;536;4.563.435.036;19;Instagram;636;436;10.72;0.685534591;213;2;Engaged;214.4;107.2;536;50;321.6;30;214.4;20;3216;13-09-2023;26-09-2022;;TRUE;1.076.857.381;536;1072;06-08-2021;;25.6;1.076.857.381;2;0.6
483;36;Female;North America;Earrings;6;1957;3.261.666.667;7.806.284.123;10;LinkedIn;1078.5;878.5;19.57;0.814557255;435;4;Premium;391.4;195.7;978.5;50;587.1;30;391.4;20;5871;18-07-2022;26-07-2022;;TRUE;9.639.816.982;978.5;1957;02-11-2021;;8.6;9.639.816.982;6;0.6
484;49;Male;Asia;Earrings;9;904;1.004.444.444;5.087.652.965;24;LinkedIn;552;352;9.04;0.637681159;153;3;Engaged;180.8;90.4;452;50;271.2;30;180.8;20;2712;06-10-2022;13-08-2022;05-02-2024;FALSE;6.187.090.955;452;904;06-11-2020;05-02-2024;23.3;6.187.090.955;9;0.6
485;18;Female;Europe;Ring;4;1044;261;471.051.755;8;LinkedIn;622;422;10.44;0.678456592;423;3;Engaged;208.8;104.4;522;50;313.2;30;208.8;20;3132;18-11-2022;03-06-2022;;TRUE;1.480.568.227;522;1044;02-12-2020;;2.386.666.667;1.480.568.227;4;0.6
486;22;Female;North America;Ring;3;841;2.803.333.333;9.412.569.239;21;Instagram;520.5;320.5;8.41;0.615754083;122;1.666.666.667;Standard;168.2;84.1;420.5;50;252.3;30;168.2;20;2523;28-01-2024;26-09-2022;;TRUE;7.146.958.875;420.5;841;18-11-2021;;26.7;7.146.958.875;3;0.6
487;62;Other;Asia;Earrings;8;1957;244.625;3.257.911.899;24;Facebook;1078.5;878.5;19.57;0.814557255;145;3.333.333.333;Engaged;391.4;195.7;978.5;50;587.1;30;391.4;20;5871;25-06-2023;13-05-2022;;TRUE;5.672.341.801;978.5;1957;13-04-2022;;14.6;5.672.341.801;8;0.6
488;21;Female;Middle East;Ring;9;1927;2.141.111.111;208.402.606;6;Facebook;1063.5;863.5;19.27;0.811941702;555;5;Premium;385.4;192.7;963.5;50;578.1;30;385.4;20;5781;08-12-2023;14-09-2022;;TRUE;109.484.738;963.5;1927;09-05-2021;;3.143.333.333;109.484.738;9;0.6
489;33;Other;North America;Earrings;5;1561;312.2;6.260.888.019;21;Instagram;880.5;680.5;15.61;0.772856332;134;2.666.666.667;Engaged;312.2;156.1;780.5;50;468.3;30;312.2;20;4683;28-02-2023;22-04-2022;;TRUE;1.238.866.677;780.5;1561;06-08-2021;;1.903.333.333;1.238.866.677;5;0.6
490;41;Male;North America;Bracelet;9;1661;1.845.555.556;9.723.896.311;7;Instagram;930.5;730.5;16.61;0.785061795;455;4.666.666.667;Premium;332.2;166.1;830.5;50;498.3;30;332.2;20;4983;07-09-2023;28-08-2022;;TRUE;532.443.446;830.5;1661;08-02-2022;;19.2;532.443.446;9;0.6
491;33;Other;Middle East;Ring;2;1710;855;4.400.552.924;24;LinkedIn;955;755;17.1;0.790575916;115;2.333.333.333;Engaged;342;171;855;50;513;30;342;20;5130;25-04-2022;27-04-2022;;TRUE;1.158.717.639;855;1710;01-01-2022;;3.8;1.158.717.639;2;0.6
492;19;Male;Europe;Bracelet;3;975;325;1.558.330.873;1;LinkedIn;587.5;387.5;9.75;0.659574468;523;3.333.333.333;Engaged;195;97.5;487.5;50;292.5;30;195;20;2925;11-03-2023;16-09-2022;19-12-2023;FALSE;1.032.291.876;487.5;975;11-02-2021;19-12-2023;2.526.666.667;1.032.291.876;3;0.6
493;45;Other;Middle East;Necklace;7;1934;2.762.857.143;4.053.747.406;18;Instagram;1067;867;19.34;0.812558575;245;3.666.666.667;Engaged;386.8;193.4;967;50;580.2;30;386.8;20;5802;23-12-2022;14-07-2022;;TRUE;6.032.650.089;967;1934;12-02-2022;;1.046.666.667;6.032.650.089;7;0.6
494;49;Female;North America;Bracelet;7;1273;1.818.571.429;5.553.384.889;24;LinkedIn;736.5;536.5;12.73;0.72844535;144;3;Engaged;254.6;127.3;636.5;50;381.9;30;254.6;20;3819;19-08-2023;10-08-2022;;TRUE;6.725.238.769;636.5;1273;17-09-2021;;2.336.666.667;6.725.238.769;7;0.6
495;44;Other;Middle East;Bracelet;6;759;126.5;245.730.706;20;Facebook;479.5;279.5;7.59;0.582898853;232;2.333.333.333;Engaged;151.8;75.9;379.5;50;227.7;30;151.8;20;2277;16-09-2022;18-05-2022;;TRUE;1.067.974.297;379.5;759;29-05-2020;;28;1.067.974.297;6;0.6
496;37;Other;Asia;Earrings;6;1131;188.5;6.922.919.963;12;Instagram;665.5;465.5;11.31;0.69947408;333;3;Engaged;226.2;113.1;565.5;50;339.3;30;226.2;20;3393;28-07-2023;25-05-2022;;TRUE;7.963.576.135;565.5;1131;28-09-2020;;3.443.333.333;7.963.576.135;6;0.6
497;41;Male;Middle East;Bracelet;2;1152;576;9.979.744.501;16;Instagram;676;476;11.52;0.704142012;313;2.333.333.333;Engaged;230.4;115.2;576;50;345.6;30;230.4;20;3456;02-02-2024;08-05-2022;;TRUE;1.438.315.729;576;1152;11-12-2020;;3.826.666.667;1.438.315.729;2;0.6
498;29;Female;North America;Ring;6;395;6.583.333.333;5.065.655.284;10;Facebook;297.5;97.5;3.95;0.327731092;431;2.666.666.667;Engaged;79;39.5;197.5;50;118.5;30;79;20;1185;28-02-2024;10-06-2022;;TRUE;1.318.740.229;197.5;395;28-11-2021;;27.4;1.318.740.229;6;0.6
499;52;Other;Middle East;Earrings;4;1085;271.25;4.192.557.011;10;Facebook;642.5;442.5;10.85;0.688715953;423;3;Engaged;217;108.5;542.5;50;325.5;30;217;20;3255;13-02-2024;25-04-2022;;TRUE;1.483.567.207;542.5;1085;27-04-2020;;4.623.333.333;1.483.567.207;4;0.6
500;50;Female;Europe;Necklace;3;1025;3.416.666.667;4.606.337.502;14;Facebook;612.5;412.5;10.25;0.673469388;323;2.666.666.667;Engaged;205;102.5;512.5;50;307.5;30;205;20;3075;24-04-2023;08-08-2022;;TRUE;759.670.839;512.5;1025;22-06-2021;;2.236.666.667;759.670.839;3;0.6
501;50;Other;Middle East;Ring;2;1844;922;2.036.315.606;20;LinkedIn;1022;822;18.44;0.804305284;215;2.666.666.667;Engaged;368.8;184.4;922;50;553.2;30;368.8;20;5532;06-10-2023;19-04-2022;;TRUE;1.469.723.633;922;1844;24-08-2021;;2.576.666.667;1.469.723.633;2;0.6
502;60;Other;Europe;Necklace;1;739;739;8.949.462.413;10;Instagram;469.5;269.5;7.39;0.574014909;412;2.333.333.333;Engaged;147.8;73.9;369.5;50;221.7;30;147.8;20;2217;29-02-2024;14-09-2022;;TRUE;9.312.338.698;369.5;739;10-06-2021;;3.313.333.333;9.312.338.698;1;0.6
503;54;Female;Asia;Bracelet;5;439;87.8;47.334.309;10;LinkedIn;319.5;119.5;4.39;0.374021909;431;2.666.666.667;Engaged;87.8;43.9;219.5;50;131.7;30;87.8;20;1317;10-06-2023;09-09-2022;;TRUE;8.475.187.953;219.5;439;18-07-2021;;2.306.666.667;8.475.187.953;5;0.6
504;29;Other;Europe;Ring;2;727;363.5;4.485.469.703;11;Facebook;463.5;263.5;7.27;0.568500539;412;2.333.333.333;Engaged;145.4;72.7;363.5;50;218.1;30;145.4;20;2181;13-12-2023;21-07-2022;;TRUE;550.349.527;363.5;727;09-12-2020;;3.663.333.333;550.349.527;2;0.6
505;20;Female;Middle East;Ring;2;538;269;6.937.212.456;23;LinkedIn;369;169;5.38;0.45799458;112;1.333.333.333;Standard;107.6;53.8;269;50;161.4;30;107.6;20;1614;02-01-2023;02-07-2022;;TRUE;5.527.652.579;269;538;22-10-2021;;1.456.666.667;5.527.652.579;2;0.6
506;18;Other;North America;Necklace;7;1267;181;4.978.300.788;2;Facebook;733.5;533.5;12.67;0.727334697;544;4.333.333.333;Premium;253.4;126.7;633.5;50;380.1;30;253.4;20;3801;07-11-2023;20-08-2022;;TRUE;1.192.011.256;633.5;1267;19-07-2022;;1.586.666.667;1.192.011.256;7;0.6
507;50;Male;Europe;Ring;8;1041;130.125;6.834.101.219;20;LinkedIn;620.5;420.5;10.41;0.677679291;243;3;Engaged;208.2;104.1;520.5;50;312.3;30;208.2;20;3123;31-05-2023;13-06-2022;;TRUE;9.579.289.944;520.5;1041;08-05-2021;;25.1;9.579.289.944;8;0.6
508;57;Female;Asia;Ring;8;929;116.125;1.553.016.611;8;LinkedIn;564.5;364.5;9.29;0.645704163;443;3.666.666.667;Engaged;185.8;92.9;464.5;50;278.7;30;185.8;20;2787;24-09-2022;03-10-2022;12-06-2023;FALSE;726.521.626;464.5;929;17-10-2020;12-06-2023;2.356.666.667;726.521.626;8;0.6
509;27;Other;Europe;Ring;4;1870;467.5;8.323.510.094;23;Facebook;1035;835;18.7;0.806763285;125;2.666.666.667;Engaged;374;187;935;50;561;30;374;20;5610;22-05-2022;12-04-2022;;TRUE;1.113.970.306;935;1870;23-12-2020;;1.716.666.667;1.113.970.306;4;0.6
510;60;Other;Europe;Bracelet;1;618;618;9.464.535.576;7;LinkedIn;409;209;6.18;0.511002445;412;2.333.333.333;Engaged;123.6;61.8;309;50;185.4;30;123.6;20;1854;17-10-2023;29-09-2022;;TRUE;7.528.581.183;309;618;28-12-2020;;34.1;7.528.581.183;1;0.6
511;61;Male;Europe;Necklace;7;1075;1.535.714.286;6.838.888.475;8;Instagram;637.5;437.5;10.75;0.68627451;443;3.666.666.667;Engaged;215;107.5;537.5;50;322.5;30;215;20;3225;19-01-2023;29-08-2022;;TRUE;1.077.631.754;537.5;1075;06-04-2022;;9.6;1.077.631.754;7;0.6
512;46;Female;Asia;Ring;1;1168;1168;959.109.336;1;LinkedIn;684;484;11.68;0.707602339;513;3;Engaged;233.6;116.8;584;50;350.4;30;233.6;20;3504;11-05-2023;07-08-2022;;TRUE;859.208.747;584;1168;12-10-2021;;19.2;859.208.747;1;0.6
513;30;Other;Middle East;Earrings;4;1054;263.5;2.362.890.829;21;LinkedIn;627;427;10.54;0.681020734;123;2;Engaged;210.8;105.4;527;50;316.2;30;210.8;20;3162;21-04-2022;14-09-2022;;TRUE;1.323.552.227;527;1054;26-05-2021;;11;1.323.552.227;4;0.6
514;29;Male;Europe;Earrings;8;1362;170.25;5.296.745.705;2;Instagram;781;581;13.62;0.743918054;544;4.333.333.333;Premium;272.4;136.2;681;50;408.6;30;272.4;20;4086;07-12-2023;16-06-2022;14-05-2023;FALSE;1.320.696.161;681;1362;15-05-2021;14-05-2023;31.2;1.320.696.161;8;0.6
515;48;Other;Europe;Earrings;2;1051;525.5;6.416.260.606;18;Facebook;625.5;425.5;10.51;0.680255795;213;2;Engaged;210.2;105.1;525.5;50;315.3;30;210.2;20;3153;05-02-2023;02-09-2022;;TRUE;9.773.503.981;525.5;1051;24-11-2021;;14.6;9.773.503.981;2;0.6
516;63;Female;North America;Earrings;6;1043;1.738.333.333;6.235.629.827;15;Instagram;621.5;421.5;10.43;0.678197908;333;3;Engaged;208.6;104.3;521.5;50;312.9;30;208.6;20;3129;18-12-2022;16-05-2022;24-12-2023;FALSE;8.508.191.093;521.5;1043;04-06-2021;24-12-2023;1.873.333.333;8.508.191.093;6;0.6
517;19;Other;Asia;Bracelet;6;254;4.233.333.333;4.613.156.012;1;LinkedIn;227;27;2.54;0.118942731;531;3;Engaged;50.8;25.4;127;50;76.2;30;50.8;20;762;21-08-2023;09-09-2022;;TRUE;8.625.597.966;127;254;22-06-2021;;2.633.333.333;8.625.597.966;6;0.6
518;52;Other;Europe;Ring;9;1304;1.448.888.889;4.042.759.684;5;Facebook;752;552;13.04;0.734042553;554;4.666.666.667;Premium;260.8;130.4;652;50;391.2;30;260.8;20;3912;14-05-2022;02-10-2022;;TRUE;1.305.714.526;652;1304;31-05-2022;;-0.566666667;1.305.714.526;9;0.6
519;40;Other;Asia;Necklace;5;1338;267.6;2.141.416.203;2;LinkedIn;769;569;13.38;0.739921977;534;4;Premium;267.6;133.8;669;50;401.4;30;267.6;20;4014;05-04-2024;21-06-2022;;TRUE;8.281.794.828;669;1338;29-04-2022;;2.356.666.667;8.281.794.828;5;0.6
520;34;Other;Europe;Ring;4;187;46.75;4.525.682.055;20;LinkedIn;193.5;-6.5;1.87;-0.033591731;221;1.666.666.667;Standard;37.4;18.7;93.5;50;56.1;30;37.4;20;561;08-07-2022;30-08-2022;04-01-2024;FALSE;7.090.593.737;93.5;187;11-11-2020;04-01-2024;2.013.333.333;7.090.593.737;4;0.6
521;43;Male;Middle East;Bracelet;5;1379;275.8;2.463.947.336;3;Instagram;789.5;589.5;13.79;0.746675111;534;4;Premium;275.8;137.9;689.5;50;413.7;30;275.8;20;4137;05-12-2023;28-05-2022;;TRUE;5.846.883.419;689.5;1379;05-07-2020;;41.6;5.846.883.419;5;0.6
522;25;Male;Middle East;Earrings;5;1634;326.8;7.609.291.088;19;Instagram;917;717;16.34;0.781897492;235;3.333.333.333;Engaged;326.8;163.4;817;50;490.2;30;326.8;20;4902;02-12-2023;08-08-2022;08-02-2023;FALSE;9.666.931.209;817;1634;21-05-2022;08-02-2023;1.866.666.667;9.666.931.209;5;0.6
523;46;Female;Europe;Bracelet;8;1196;149.5;2.879.478.419;18;Facebook;698;498;11.96;0.713467049;243;3;Engaged;239.2;119.6;598;50;358.8;30;239.2;20;3588;01-06-2023;06-07-2022;;TRUE;9.821.320.989;598;1196;21-01-2021;;28.7;9.821.320.989;8;0.6
524;43;Male;Middle East;Ring;8;1030;128.75;1.527.087.748;22;Facebook;615;415;10.3;0.674796748;143;2.666.666.667;Engaged;206;103;515;50;309;30;206;20;3090;02-08-2022;27-08-2022;;TRUE;134.090.871;515;1030;18-03-2021;;1.673.333.333;134.090.871;8;0.6
525;27;Male;Europe;Necklace;2;278;139;597.129.524;18;Facebook;239;39;2.78;0.163179916;211;1.333.333.333;Standard;55.6;27.8;139;50;83.4;30;55.6;20;834;17-12-2023;16-05-2022;;TRUE;7.212.386.964;139;278;17-05-2021;;3.146.666.667;7.212.386.964;2;0.6
526;43;Female;Middle East;Bracelet;7;311;4.442.857.143;6.357.067.594;14;LinkedIn;255.5;55.5;3.11;0.217221135;341;2.666.666.667;Engaged;62.2;31.1;155.5;50;93.3;30;62.2;20;933;22-10-2022;09-06-2022;;TRUE;8.809.912.737;155.5;311;21-02-2022;;8.1;8.809.912.737;7;0.6
527;51;Male;North America;Necklace;8;1928;241;8.847.217.552;24;Instagram;1064;864;19.28;0.812030075;145;3.333.333.333;Engaged;385.6;192.8;964;50;578.4;30;385.6;20;5784;23-08-2023;27-09-2022;;TRUE;1.308.405.739;964;1928;24-01-2021;;3.136.666.667;1.308.405.739;8;0.6
528;58;Male;North America;Bracelet;6;1357;2.261.666.667;6.192.834.512;8;Instagram;778.5;578.5;13.57;0.743095697;434;3.666.666.667;Engaged;271.4;135.7;678.5;50;407.1;30;271.4;20;4071;26-12-2023;11-08-2022;;TRUE;1.323.623.611;678.5;1357;16-06-2022;;18.6;1.323.623.611;6;0.6
529;24;Female;North America;Necklace;5;564;112.8;4.109.327.684;12;Instagram;382;182;5.64;0.476439791;332;2.666.666.667;Engaged;112.8;56.4;282;50;169.2;30;112.8;20;1692;15-08-2023;18-05-2022;;TRUE;884.611.076;282;564;22-07-2021;;2.513.333.333;884.611.076;5;0.6
530;21;Female;Asia;Necklace;9;1874;2.082.222.222;8.227.106.934;21;Facebook;1037;837;18.74;0.807135969;155;3.666.666.667;Engaged;374.8;187.4;937;50;562.2;30;374.8;20;5622;23-06-2022;11-06-2022;;TRUE;9.591.240.233;937;1874;28-10-2020;;20.1;9.591.240.233;9;0.6
531;62;Female;Asia;Earrings;3;1346;4.486.666.667;5.862.510.039;10;Instagram;773;573;13.46;0.741267788;424;3.333.333.333;Engaged;269.2;134.6;673;50;403.8;30;269.2;20;4038;27-05-2023;25-05-2022;;TRUE;8.032.858.908;673;1346;22-08-2021;;2.143.333.333;8.032.858.908;3;0.6
532;28;Other;North America;Necklace;4;730;182.5;1.713.522.562;23;Instagram;465;265;7.3;0.569892473;122;1.666.666.667;Standard;146;73;365;50;219;30;146;20;2190;20-04-2023;06-07-2022;;TRUE;1.432.554.878;365;730;24-10-2020;;3.026.666.667;1.432.554.878;4;0.6
533;46;Other;Asia;Earrings;9;924;1.026.666.667;6.092.655.043;20;Instagram;562;362;9.24;0.644128114;253;3.333.333.333;Engaged;184.8;92.4;462;50;277.2;30;184.8;20;2772;03-06-2023;20-04-2022;;TRUE;6.186.437.657;462;924;28-02-2021;;27.5;6.186.437.657;9;0.6
534;53;Female;Middle East;Ring;6;1387;2.311.666.667;9.172.166.909;17;Facebook;793.5;593.5;13.87;0.747952111;234;3;Engaged;277.4;138.7;693.5;50;416.1;30;277.4;20;4161;07-04-2024;10-06-2022;04-04-2023;FALSE;1.433.749.423;693.5;1387;30-10-2020;04-04-2023;4.183.333.333;1.433.749.423;6;0.6
535;42;Female;Europe;Ring;8;1330;166.25;4.566.813.629;11;Instagram;765;565;13.3;0.738562092;444;4;Premium;266;133;665;50;399;30;266;20;3990;11-01-2023;25-06-2022;04-10-2023;FALSE;1.183.866.452;665;1330;31-05-2021;04-10-2023;1.966.666.667;1.183.866.452;8;0.6
536;38;Female;Europe;Earrings;7;706;1.008.571.429;3.666.932.217;2;Facebook;453;253;7.06;0.558498896;542;3.666.666.667;Engaged;141.2;70.6;353;50;211.8;30;141.2;20;2118;14-02-2024;09-09-2022;;TRUE;1.031.572.153;353;706;10-04-2021;;3.466.666.667;1.031.572.153;7;0.6
537;53;Other;Europe;Earrings;2;984;492;2.291.225.113;4;Instagram;592;392;9.84;0.662162162;513;3;Engaged;196.8;98.4;492;50;295.2;30;196.8;20;2952;08-05-2023;31-05-2022;;TRUE;5.326.590.608;492;984;15-05-2021;;24.1;5.326.590.608;2;0.6
538;27;Other;North America;Bracelet;3;1857;619;2.363.009.697;1;Instagram;1028.5;828.5;18.57;0.805542052;525;4;Premium;371.4;185.7;928.5;50;557.1;30;371.4;20;5571;10-07-2023;13-04-2022;;TRUE;9.755.961.918;928.5;1857;02-07-2021;;24.6;9.755.961.918;3;0.6
539;54;Male;Asia;Bracelet;1;465;465;4.894.943.359;15;Instagram;332.5;132.5;4.65;0.398496241;311;1.666.666.667;Standard;93;46.5;232.5;50;139.5;30;93;20;1395;18-10-2022;07-06-2022;;TRUE;907.748.105;232.5;465;29-09-2021;;12.8;907.748.105;1;0.6
